Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Abnormality of hair curl pattern	1/7	0.397439696466328	0.6826349767338469	0	0	2.046663937781416	1.888481505115371	SNX10
Abnormality of hair texture	1/7	0.397439696466328	0.6825156975137291	0	0	2.046663937781416	1.888481505115371	SNX10
Abnormality of hair volume	1/7	0.397439696466328	0.6823964599704877	0	0	2.046663937781416	1.888481505115371	SNX10
Abnormality of oral mucosa	1/7	0.397439696466328	0.6822772640822833	0	0	2.046663937781416	1.888481505115371	EVC2
Abnormality of the cerebellum	1/7	0.397439696466328	0.6821581098272916	0	0	2.046663937781416	1.888481505115371	RAB27A
Abnormality of the sacrum	1/7	0.397439696466328	0.6820389971837038	0	0	2.046663937781416	1.888481505115371	ITGA8
Absent palmar crease	1/7	0.397439696466328	0.6819199261297262	0	0	2.046663937781416	1.888481505115371	SLC39A13
Adenoid cystic breast carcinoma	1/7	0.397439696466328	0.6818008966435803	0	0	2.046663937781416	1.888481505115371	PIK3CA
Adenosarcoma	1/7	0.397439696466328	0.6816819087035029	0	0	2.046663937781416	1.888481505115371	CDKN2A
Advanced breast cancer	1/7	0.397439696466328	0.6815629622877458	0	0	2.046663937781416	1.888481505115371	PIK3CA
Aicardi-Goutieres Syndrome 2	1/7	0.397439696466328	0.6814440573745764	0	0	2.046663937781416	1.888481505115371	IFIH1
Alkalemia	1/7	0.397439696466328	0.6813251939422765	0	0	2.046663937781416	1.888481505115371	NFKB1
Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder	1/7	0.397439696466328	0.681206371969144	0	0	2.046663937781416	1.888481505115371	HBA1
Amelogenesis imperfecta local hypoplastic form	1/7	0.397439696466328	0.6810875914334912	0	0	2.046663937781416	1.888481505115371	ITGB6
Angiodysplasia	1/7	0.397439696466328	0.6809688523136457	0	0	2.046663937781416	1.888481505115371	ACVRL1
Angiodysplasia of colon	1/7	0.397439696466328	0.6808501545879504	0	0	2.046663937781416	1.888481505115371	ACVRL1
Angiokeratoma	1/7	0.397439696466328	0.6807314982347633	0	0	2.046663937781416	1.888481505115371	FUCA1
Annular pancreas	1/7	0.397439696466328	0.6806128832324572	0	0	2.046663937781416	1.888481505115371	PDX1
Anterior Horn Cell Disease	1/7	0.397439696466328	0.6804943095594201	0	0	2.046663937781416	1.888481505115371	PNPLA6
Anterior Ischemic Optic Neuropathy	1/7	0.397439696466328	0.6803757771940553	0	0	2.046663937781416	1.888481505115371	AGTR1
Aplasia of muscle	1/7	0.397439696466328	0.6802572861147809	0	0	2.046663937781416	1.888481505115371	IFIH1
Aplasia/Hypoplasia of the middle phalanges of the hand	1/7	0.397439696466328	0.6801388363000299	0	0	2.046663937781416	1.888481505115371	FIG4
Aplasia/Hypoplasia of the phalanges of the hand	1/7	0.397439696466328	0.6800204277282507	0	0	2.046663937781416	1.888481505115371	PIGL
Associated Pulmonary Arterial Hypertension	1/7	0.397439696466328	0.6799020603779062	0	0	2.046663937781416	1.888481505115371	AGTR1
Atypical fibroxanthoma of skin	1/7	0.397439696466328	0.6797837342274751	0	0	2.046663937781416	1.888481505115371	CDKN2A
Autoimmune Lymphoproliferative Syndrome Type 2B	1/7	0.397439696466328	0.67966544925545	0	0	2.046663937781416	1.888481505115371	TLR4
Basal Cell Cancer	1/7	0.397439696466328	0.6795472054403395	0	0	2.046663937781416	1.888481505115371	CDKN2A
Benign Familial Convulsion	1/7	0.397439696466328	0.6794290027606665	0	0	2.046663937781416	1.888481505115371	GJB3
Benign neoplasm of thyroid gland	1/7	0.397439696466328	0.679310841194969	0	0	2.046663937781416	1.888481505115371	APP
Bird-like facies	1/7	0.397439696466328	0.6791927207217999	0	0	2.046663937781416	1.888481505115371	LMNA
Bladder Squamous Cell Carcinoma	1/7	0.397439696466328	0.6790746413197273	0	0	2.046663937781416	1.888481505115371	CDKN2A
Branchioma	1/7	0.397439696466328	0.6789566029673338	0	0	2.046663937781416	1.888481505115371	CDKN2A
Broad distal phalanx of finger	1/7	0.397439696466328	0.6788386056432172	0	0	2.046663937781416	1.888481505115371	B3GALT6
Broad eyebrow	1/7	0.397439696466328	0.6787206493259899	0	0	2.046663937781416	1.888481505115371	MAN1B1
Broad jaw	1/7	0.397439696466328	0.6786027339942793	0	0	2.046663937781416	1.888481505115371	LRP5
Broad metacarpals	1/7	0.397439696466328	0.6784848596267278	0	0	2.046663937781416	1.888481505115371	FBN1
Broad metatarsal	1/7	0.397439696466328	0.6783670262019923	0	0	2.046663937781416	1.888481505115371	FBN1
Bronchial Diseases	1/7	0.397439696466328	0.6782492336987449	0	0	2.046663937781416	1.888481505115371	IL18
Carcinoma of unknown primary	1/7	0.397439696466328	0.6781314820956722	0	0	2.046663937781416	1.888481505115371	CDKN2A
CD59 Deficiency	1/7	0.397439696466328	0.6780137713714757	0	0	2.046663937781416	1.888481505115371	ITGB2
Cerebellar signs	1/7	0.397439696466328	0.6778961015048719	0	0	2.046663937781416	1.888481505115371	RAB27A
Cerebral Atherosclerosis	1/7	0.397439696466328	0.6777784724745917	0	0	2.046663937781416	1.888481505115371	APOE
Chandler syndrome	1/7	0.397439696466328	0.6776608842593809	0	0	2.046663937781416	1.888481505115371	COL4A3
Chiari malformation type II	1/7	0.397439696466328	0.6775433368380003	0	0	2.046663937781416	1.888481505115371	IRF3
Chordee	1/7	0.397439696466328	0.6774258301892251	0	0	2.046663937781416	1.888481505115371	MAP3K1
Chromosome 17 trisomy	1/7	0.397439696466328	0.6773083642918453	0	0	2.046663937781416	1.888481505115371	PMP22
Chromosome 2q37 deletion syndrome	1/7	0.397439696466328	0.6771909391246657	0	0	2.046663937781416	1.888481505115371	HDLBP
Chronic intestinal pseudo-obstruction	1/7	0.397439696466328	0.6770735546665058	0	0	2.046663937781416	1.888481505115371	APOB
Chronic neutropenia	1/7	0.397439696466328	0.6769562108961996	0	0	2.046663937781416	1.888481505115371	G6PC3
Chronic osteomyelitis	1/7	0.397439696466328	0.676838907792596	0	0	2.046663937781416	1.888481505115371	TLR4
Circadian Rhythm Disorders	1/7	0.397439696466328	0.6767216453345585	0	0	2.046663937781416	1.888481505115371	PPARG
Cleft Soft Palate	1/7	0.397439696466328	0.6766044235009652	0	0	2.046663937781416	1.888481505115371	TGFBR2
Colonic Inertia	1/7	0.397439696466328	0.6764872422707087	0	0	2.046663937781416	1.888481505115371	GCG
Common atrium	1/7	0.397439696466328	0.6763701016226964	0	0	2.046663937781416	1.888481505115371	EVC2
Congenital amegakaryocytic thrombocytopenia	1/7	0.397439696466328	0.6762530015358503	0	0	2.046663937781416	1.888481505115371	GYPA
Congenital atresia of pulmonary valve	1/7	0.397439696466328	0.6761359419891071	0	0	2.046663937781416	1.888481505115371	PIGL
Congenital kyphoscoliosis	1/7	0.397439696466328	0.6760189229614177	0	0	2.046663937781416	1.888481505115371	FBN2
Congenital macrodactylia	1/7	0.397439696466328	0.675901944431748	0	0	2.046663937781416	1.888481505115371	PIK3CA
Congenital malformation of genital organs	1/7	0.397439696466328	0.6757850063790781	0	0	2.046663937781416	1.888481505115371	HNF1B
Constrictive median neuropathy	1/7	0.397439696466328	0.675668108782403	0	0	2.046663937781416	1.888481505115371	GNAS
CORNEAL ENDOTHELIAL DYSTROPHY 2	1/7	0.397439696466328	0.6755512516207318	0	0	2.046663937781416	1.888481505115371	COL4A3
Coumarin Resistance	1/7	0.397439696466328	0.6754344348730886	0	0	2.046663937781416	1.888481505115371	TBC1D9
Coxiella burnetii Infection	1/7	0.397439696466328	0.6753176585185117	0	0	2.046663937781416	1.888481505115371	LDLR
Cutaneous anergy	1/7	0.397439696466328	0.6752009225360539	0	0	2.046663937781416	1.888481505115371	EPG5
Cytokine release syndrome	1/7	0.397439696466328	0.6750842269047825	0	0	2.046663937781416	1.888481505115371	IL6
Decreased adenosylcobalamin	1/7	0.397439696466328	0.6749675716037794	0	0	2.046663937781416	1.888481505115371	ABCD4
Deficiency of acetyl-CoA acetyltransferase	1/7	0.397439696466328	0.6748509566121409	0	0	2.046663937781416	1.888481505115371	ACAT2
Deficiency of butyryl-CoA dehydrogenase	1/7	0.397439696466328	0.6747343819089776	0	0	2.046663937781416	1.888481505115371	TGFB1
Deficiency of vitamin D3	1/7	0.397439696466328	0.6746178474734148	0	0	2.046663937781416	1.888481505115371	MGAT5
Deformity	1/7	0.397439696466328	0.6745013532845919	0	0	2.046663937781416	1.888481505115371	SLC35A3
Deformity of bone	1/7	0.397439696466328	0.6743848993216629	0	0	2.046663937781416	1.888481505115371	EXT1
Delayed Graft Function	1/7	0.397439696466328	0.6742684855637963	0	0	2.046663937781416	1.888481505115371	IL18
Desquamative interstitial pneumonia	1/7	0.397439696466328	0.6741521119901746	0	0	2.046663937781416	1.888481505115371	SPP1
Diabetes-deafness syndrome maternally transmitted (disorder)	1/7	0.397439696466328	0.6740357785799951	0	0	2.046663937781416	1.888481505115371	GCG
Elevated total bilirubin	1/7	0.397439696466328	0.6739194853124693	0	0	2.046663937781416	1.888481505115371	PRKCSH
Embryonal nuclear cataract (disorder)	1/7	0.397439696466328	0.6738032321668228	0	0	2.046663937781416	1.888481505115371	WFS1
Endotoxic shock	1/7	0.397439696466328	0.6736870191222959	0	0	2.046663937781416	1.888481505115371	HLA-DRA
Epidermolysis bullosa inversa dystrophica	1/7	0.397439696466328	0.6735708461581431	0	0	2.046663937781416	1.888481505115371	ITGB4
Extravasation of Contrast Media	1/7	0.397439696466328	0.673454713253633	0	0	2.046663937781416	1.888481505115371	KNG1
Extravasation of Diagnostic and Therapeutic Materials	1/7	0.397439696466328	0.6733386203880489	0	0	2.046663937781416	1.888481505115371	KNG1
Extravascular Hemolysis	1/7	0.397439696466328	0.673222567540688	0	0	2.046663937781416	1.888481505115371	SLC40A1
Familial Motor Neuron Disease	1/7	0.397439696466328	0.6731065546908619	0	0	2.046663937781416	1.888481505115371	PNPLA6
Familial ventricular tachycardia	1/7	0.397439696466328	0.6729905818178965	0	0	2.046663937781416	1.888481505115371	GNAI2
Fenestration (morphologic abnormality)	1/7	0.397439696466328	0.672874648901132	0	0	2.046663937781416	1.888481505115371	PRKCSH
Fibrosis of bile duct	1/7	0.397439696466328	0.6727587559199227	0	0	2.046663937781416	1.888481505115371	ABCB4
Flat Ductal Epithelial Atypia of the Breast	1/7	0.397439696466328	0.6726429028536373	0	0	2.046663937781416	1.888481505115371	PIK3CA
Flat forehead	1/7	0.397439696466328	0.6725270896816583	0	0	2.046663937781416	1.888481505115371	LRP5
Gastrointestinal infection	1/7	0.397439696466328	0.6724113163833829	0	0	2.046663937781416	1.888481505115371	NFKBIA
Gastrointestinal polyps	1/7	0.397439696466328	0.6722955829382223	0	0	2.046663937781416	1.888481505115371	GNAS
Generalized amyloid deposition	1/7	0.397439696466328	0.6721798893256017	0	0	2.046663937781416	1.888481505115371	APOA1
GIANT AXONAL NEUROPATHY 1	1/7	0.397439696466328	0.6720642355249608	0	0	2.046663937781416	1.888481505115371	PRPH
Hardened artery wall	1/7	0.397439696466328	0.6719486215157529	0	0	2.046663937781416	1.888481505115371	ERCC2
Hemangioma of liver	1/7	0.397439696466328	0.6718330472774461	0	0	2.046663937781416	1.888481505115371	GOLM1
Hemoglobin increased	1/7	0.397439696466328	0.6717175127895222	0	0	2.046663937781416	1.888481505115371	SH2B3
Hemoglobin M Disease	1/7	0.397439696466328	0.6716020180314772	0	0	2.046663937781416	1.888481505115371	HBA1
Hemolysis (disorder)	1/7	0.397439696466328	0.6714865629828213	0	0	2.046663937781416	1.888481505115371	SLC40A1
Hemorrhagic colitis	1/7	0.397439696466328	0.6713711476230787	0	0	2.046663937781416	1.888481505115371	CFH
Hepatitis B and hepatitis C	1/7	0.397439696466328	0.6712557719317875	0	0	2.046663937781416	1.888481505115371	MBL2
Hepatorenal Syndrome	1/7	0.397439696466328	0.6711404358885003	0	0	2.046663937781416	1.888481505115371	TLR4
Hereditary Paraganglioma-Pheochromocytoma Syndrome	1/7	0.397439696466328	0.6710251394727833	0	0	2.046663937781416	1.888481505115371	TMEM127
Hirschsprung disease 1	1/7	0.397439696466328	0.670909882664217	0	0	2.046663937781416	1.888481505115371	POLR2F
Hypogeusia	1/7	0.397439696466328	0.670794665442396	0	0	2.046663937781416	1.888481505115371	SLC39A4
Hypokalemic metabolic alkalosis	1/7	0.397439696466328	0.6706794877869285	0	0	2.046663937781416	1.888481505115371	KCNJ1
Hypopharyngeal Neoplasms	1/7	0.397439696466328	0.6705643496774372	0	0	2.046663937781416	1.888481505115371	GNAS
Hypoplasia of muscle	1/7	0.397439696466328	0.6704492510935585	0	0	2.046663937781416	1.888481505115371	MAP3K7
Hypoplastic superior helix	1/7	0.397439696466328	0.6703341920149428	0	0	2.046663937781416	1.888481505115371	GNAI3
Idiopathic osteoporosis	1/7	0.397439696466328	0.6702191724212546	0	0	2.046663937781416	1.888481505115371	LRP5
IgE-mediated allergic asthma	1/7	0.397439696466328	0.6701041922921722	0	0	2.046663937781416	1.888481505115371	HLA-DRB1
impaired motor coordination	1/7	0.397439696466328	0.6699892516073879	0	0	2.046663937781416	1.888481505115371	ST3GAL2
Incontinence	1/7	0.397439696466328	0.669874350346608	0	0	2.046663937781416	1.888481505115371	IL6
Increased megakaryocyte count	1/7	0.397439696466328	0.6697594884895527	0	0	2.046663937781416	1.888481505115371	SH2B3
Increased vertebral height	1/7	0.397439696466328	0.6696446660159561	0	0	2.046663937781416	1.888481505115371	CUL7
Infectious colitis	1/7	0.397439696466328	0.6695298829055659	0	0	2.046663937781416	1.888481505115371	PPARG
Intraocular Lymphoma	1/7	0.397439696466328	0.6694151391381442	0	0	2.046663937781416	1.888481505115371	IL10
Jackknife Seizures	1/7	0.397439696466328	0.6693004346934667	0	0	2.046663937781416	1.888481505115371	TSC2
Leukocyte-Adhesion Deficiency Syndrome	1/7	0.397439696466328	0.6691857695513229	0	0	2.046663937781416	1.888481505115371	ITGB2
Limb dysmetria	1/7	0.397439696466328	0.6690711436915162	0	0	2.046663937781416	1.888481505115371	GBA2
Loose stool	1/7	0.397439696466328	0.6689565570938639	0	0	2.046663937781416	1.888481505115371	IL1B
Macroprolactinoma	1/7	0.397439696466328	0.6688420097381972	0	0	2.046663937781416	1.888481505115371	MEN1
Macropsia	1/7	0.397439696466328	0.6687275016043608	0	0	2.046663937781416	1.888481505115371	CLN6
Medullary sponge kidney disease	1/7	0.397439696466328	0.6686130326722135	0	0	2.046663937781416	1.888481505115371	RPGRIP1L
Microalbuminuric diabetic nephropathy	1/7	0.397439696466328	0.6684986029216279	0	0	2.046663937781416	1.888481505115371	ADIPOQ
Micropsia	1/7	0.397439696466328	0.66838421233249	0	0	2.046663937781416	1.888481505115371	CLN6
MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA (disorder)	1/7	0.397439696466328	0.6682698608847	0	0	2.046663937781416	1.888481505115371	SELENON
Moderate obesity	1/7	0.397439696466328	0.6681555485581717	0	0	2.046663937781416	1.888481505115371	IL6
Molluscoid pseudotumors	1/7	0.397439696466328	0.6680412753328325	0	0	2.046663937781416	1.888481505115371	ZNF469
MPS III C	1/7	0.397439696466328	0.6679270411886238	0	0	2.046663937781416	1.888481505115371	EXTL2
Multiple fibrofolliculomas	1/7	0.397439696466328	0.6678128461055004	0	0	2.046663937781416	1.888481505115371	FNIP1
Multiple pancreatic cysts	1/7	0.397439696466328	0.6676986900634311	0	0	2.046663937781416	1.888481505115371	NPHP3
Myeloid hyperplasia	1/7	0.397439696466328	0.6675845730423982	0	0	2.046663937781416	1.888481505115371	POFUT1
Myxoid transformation of mitral valve	1/7	0.397439696466328	0.6674704950223977	0	0	2.046663937781416	1.888481505115371	TGFB2
Myxoinflammatory fibroblastic sarcoma	1/7	0.397439696466328	0.6673564559834395	0	0	2.046663937781416	1.888481505115371	TGFBR3
Nance-Horan syndrome	1/7	0.397439696466328	0.6672424559055469	0	0	2.046663937781416	1.888481505115371	ITGB6
Narrow foramen obturatorium	1/7	0.397439696466328	0.6671284947687569	0	0	2.046663937781416	1.888481505115371	HLA-DRB1
Neoplasm of skeletal system	1/7	0.397439696466328	0.6670145725531201	0	0	2.046663937781416	1.888481505115371	KRAS
Neuroborreliosis	1/7	0.397439696466328	0.6669006892387009	0	0	2.046663937781416	1.888481505115371	CFH
Neurofibromatosis-Noonan syndrome	1/7	0.397439696466328	0.6667868448055773	0	0	2.046663937781416	1.888481505115371	MAP2K2
Neuronal heterotopia	1/7	0.397439696466328	0.6666730392338405	0	0	2.046663937781416	1.888481505115371	CELSR2
Nodding spasm	1/7	0.397439696466328	0.6665592725035958	0	0	2.046663937781416	1.888481505115371	TSC2
Non-small cell lung cancer stage III	1/7	0.397439696466328	0.6664455445949619	0	0	2.046663937781416	1.888481505115371	KRAS
NOONAN SYNDROME 3	1/7	0.397439696466328	0.666331855488071	0	0	2.046663937781416	1.888481505115371	KRAS
Normochromic anemia	1/7	0.397439696466328	0.6662182051630686	0	0	2.046663937781416	1.888481505115371	LCAT
Normocytic anemia	1/7	0.397439696466328	0.6661045936001145	0	0	2.046663937781416	1.888481505115371	MYD88
Oculocutaneous albinism type 2	1/7	0.397439696466328	0.6659910207793813	0	0	2.046663937781416	1.888481505115371	SLC45A2
Oedema auricular	1/7	0.397439696466328	0.6658774866810555	0	0	2.046663937781416	1.888481505115371	PPARA
Opioid withdrawal	1/7	0.397439696466328	0.6657639912853369	0	0	2.046663937781416	1.888481505115371	MAPK3
Oromandibular dystonia	1/7	0.397439696466328	0.665650534572439	0	0	2.046663937781416	1.888481505115371	SLC39A14
OTOFACIOCERVICAL SYNDROME 1	1/7	0.397439696466328	0.6655371165225884	0	0	2.046663937781416	1.888481505115371	CDH1
Ovarian clear cell carcinoma	1/7	0.397439696466328	0.6654237371160259	0	0	2.046663937781416	1.888481505115371	STK3
ovarian serous tumor	1/7	0.397439696466328	0.6653103963330048	0	0	2.046663937781416	1.888481505115371	TSC2
Overriding aorta	1/7	0.397439696466328	0.6651970941537928	0	0	2.046663937781416	1.888481505115371	TGFB1
Pancreatic Intraepithelial Neoplasia-3	1/7	0.397439696466328	0.6650838305586705	0	0	2.046663937781416	1.888481505115371	CDKN2A
Papillary cystic tumor	1/7	0.397439696466328	0.6649706055279319	0	0	2.046663937781416	1.888481505115371	CDH1
Parapsoriasis en Plaques	1/7	0.397439696466328	0.6648574190418846	0	0	2.046663937781416	1.888481505115371	ITGB2
Parotid Neoplasms	1/7	0.397439696466328	0.6647442710808494	0	0	2.046663937781416	1.888481505115371	LEP
Patellar clonus	1/7	0.397439696466328	0.6646311616251611	0	0	2.046663937781416	1.888481505115371	GBA2
Pediatric follicular lymphoma	1/7	0.397439696466328	0.664518090655167	0	0	2.046663937781416	1.888481505115371	MAPK1
Periampullary Adenocarcinoma	1/7	0.397439696466328	0.6644050581512284	0	0	2.046663937781416	1.888481505115371	KRAS
Peritoneal dissemination	1/7	0.397439696466328	0.6642920640937197	0	0	2.046663937781416	1.888481505115371	KRAS
Philadelphia chromosome negative chronic myelogenous leukemia	1/7	0.397439696466328	0.6641791084630286	0	0	2.046663937781416	1.888481505115371	MTTP
polyp benign	1/7	0.397439696466328	0.6640661912395566	0	0	2.046663937781416	1.888481505115371	STK11
Postaxial polydactyly type A	1/7	0.397439696466328	0.6639533124037178	0	0	2.046663937781416	1.888481505115371	ZNF141
Postpartum Thyroiditis	1/7	0.397439696466328	0.6638404719359401	0	0	2.046663937781416	1.888481505115371	CFB
Primary osteoporosis	1/7	0.397439696466328	0.6637276698166646	0	0	2.046663937781416	1.888481505115371	LRP5
Primary ulcer of intestine	1/7	0.397439696466328	0.6636149060263459	0	0	2.046663937781416	1.888481505115371	GH1
Prolinuria	1/7	0.397439696466328	0.6635021805454513	0	0	2.046663937781416	1.888481505115371	SLC36A2
Prominent antihelix	1/7	0.397439696466328	0.6633894933544618	0	0	2.046663937781416	1.888481505115371	EVC2
Pycnodysostosis	1/7	0.397439696466328	0.6632768444338719	0	0	2.046663937781416	1.888481505115371	GH1
Rheumatic mitral stenosis	1/7	0.397439696466328	0.6631642337641888	0	0	2.046663937781416	1.888481505115371	HLA-DQA1
Rippling muscle disease	1/7	0.397439696466328	0.6630516613259331	0	0	2.046663937781416	1.888481505115371	DYSF
Scar Tissue	1/7	0.397439696466328	0.6629391270996388	0	0	2.046663937781416	1.888481505115371	IKBKG
Scarlet Fever	1/7	0.397439696466328	0.6628266310658529	0	0	2.046663937781416	1.888481505115371	GALNS
Sclerosteosis	1/7	0.397439696466328	0.662714173205136	0	0	2.046663937781416	1.888481505115371	LRP5
Scott Syndrome	1/7	0.397439696466328	0.6626017534980614	0	0	2.046663937781416	1.888481505115371	ABCB4
Scrapie	1/7	0.397439696466328	0.6624893719252156	0	0	2.046663937781416	1.888481505115371	ATF6
Senile sclerosis of aortic cusp	1/7	0.397439696466328	0.6623770284671988	0	0	2.046663937781416	1.888481505115371	SPP1
Short cord	1/7	0.397439696466328	0.6622647231046239	0	0	2.046663937781416	1.888481505115371	LMNA
Short rib dysplasia	1/7	0.397439696466328	0.6621524558181169	0	0	2.046663937781416	1.888481505115371	KPNA4
Social Anhedonia	1/7	0.397439696466328	0.6620402265883172	0	0	2.046663937781416	1.888481505115371	ARRB1
SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	1/7	0.397439696466328	0.6619280353958772	0	0	2.046663937781416	1.888481505115371	EVC2
spasmus nutans	1/7	0.397439696466328	0.6618158822214625	0	0	2.046663937781416	1.888481505115371	TSC2
Spinocerebellar Ataxia 10	1/7	0.397439696466328	0.6617037670457516	0	0	2.046663937781416	1.888481505115371	BEAN1
STOMATOCYTOSIS I	1/7	0.397439696466328	0.6615916898494363	0	0	2.046663937781416	1.888481505115371	SLC4A1
Subcortical cerebral atrophy	1/7	0.397439696466328	0.6614796506132212	0	0	2.046663937781416	1.888481505115371	KRAS
Subglottic stenosis	1/7	0.397439696466328	0.6613676493178245	0	0	2.046663937781416	1.888481505115371	MAP3K7
Synovial osteochondromatosis	1/7	0.397439696466328	0.6612556859439769	0	0	2.046663937781416	1.888481505115371	TGFB3
Thick rib	1/7	0.397439696466328	0.6611437604724224	0	0	2.046663937781416	1.888481505115371	GLB1
Thickened cortex of long bones	1/7	0.397439696466328	0.6610318728839181	0	0	2.046663937781416	1.888481505115371	LRP5
Thymic Carcinoid Tumor	1/7	0.397439696466328	0.6609200231592338	0	0	2.046663937781416	1.888481505115371	GHSR
Thyroid Dyshormonogenesis 1	1/7	0.397439696466328	0.6608082112791527	0	0	2.046663937781416	1.888481505115371	TG
Thyroid Hypoplasia	1/7	0.397439696466328	0.6606964372244708	0	0	2.046663937781416	1.888481505115371	SLC26A4
Transitional cell carcinoma in situ	1/7	0.397439696466328	0.6605847009759972	0	0	2.046663937781416	1.888481505115371	CDKN2A
Tricho-dento-osseous syndrome (disorder)	1/7	0.397439696466328	0.6604730025145539	0	0	2.046663937781416	1.888481505115371	ACVRL1
Type 1 fibers relatively smaller than type 2 fibers	1/7	0.397439696466328	0.6603613418209757	0	0	2.046663937781416	1.888481505115371	SELENON
Uncoordinated limb movement	1/7	0.397439696466328	0.6602497188761108	0	0	2.046663937781416	1.888481505115371	GBA2
Usher syndrome type 2	1/7	0.397439696466328	0.66013813366082	0	0	2.046663937781416	1.888481505115371	USH2A
Vascular ring	1/7	0.397439696466328	0.660026586155977	0	0	2.046663937781416	1.888481505115371	PIK3R2
Viral gastroenteritis due to Rotavirus	1/7	0.397439696466328	0.6599150763424686	0	0	2.046663937781416	1.888481505115371	FUT2
Vision Disability	1/7	0.397439696466328	0.6598036042011945	0	0	2.046663937781416	1.888481505115371	CLN6
Vision Disorders	1/7	0.397439696466328	0.6596921697130673	0	0	2.046663937781416	1.888481505115371	CLN6
Widened metatarsal shaft	1/7	0.397439696466328	0.6595807728590124	0	0	2.046663937781416	1.888481505115371	FBN1
Widow's peak	1/7	0.397439696466328	0.6594694136199681	0	0	2.046663937781416	1.888481505115371	LRP2
X-Linked Infantile Nystagmus	1/7	0.397439696466328	0.6593580919768858	0	0	2.046663937781416	1.888481505115371	FRMD7
Benign Prostatic Hyperplasia	31/420	0.39964453871341915	0.6629040551013474	0	0	1.0574430345203985	0.9698653699510736	TGFA;LPL;SLC2A6;CNR1;CCL5;SPP1;MFN2;CCL2;MAP3K8;ABCA1;TGFB2;TGFB1;GALNT3;CDKN2A;TGFB3;IL18;TBC1D9;MLH1;USF2;IL17RA;GGN;SLC2A9;IL6;RFX6;MSH2;AGTR1;TXNIP;F2RL1;PPARG;ITGA6;PPARD
Dysplastic Nevus	6/73	0.401322041996641	0.6655742539222052	0	0	1.1775326765317737	1.0750768262398978	LGALS3;LGALS1;CDKN2A;TGFA;MAPK1;BRCA2
Syndactyly of fingers	6/73	0.401322041996641	0.6654619586203793	0	0	1.1775326765317737	1.0750768262398978	RB1;PIK3CA;CDH1;VPS13B;IRF6;PNPLA6
Dysautonomia, Familial	4/46	0.4015561152336426	0.6657377699926179	0	0	1.2457954403886882	1.1366737154505697	BECN1;SPTLC1;SPTLC2;APOE
Adult Diffuse Large B-Cell Lymphoma	4/46	0.4015561152336426	0.6656254849917759	0	0	1.2457954403886882	1.1366737154505697	LGALS3;HLA-B;NFKB1;MYD88
Childhood Diffuse Large B-Cell Lymphoma	4/46	0.4015561152336426	0.6655132378610858	0	0	1.2457954403886882	1.1366737154505697	LGALS3;HLA-B;NFKB1;MYD88
Disseminated Intravascular Coagulation	4/46	0.4015561152336426	0.6654010285813926	0	0	1.2457954403886882	1.1366737154505697	F7;IL6;NLRC4;MBL2
Refractive Errors	4/46	0.4015561152336426	0.6652888571335535	0	0	1.2457954403886882	1.1366737154505697	SLC38A1;RHO;LRP2;TJP2
Contact Dermatitis	7/87	0.40571641686761983	0.6720682529875219	0	0	1.1527187695550505	1.0398685749716576	IL10;GLB1;IL1B;IL18;CCL2;PI3;TLR4
Medulloblastoma	43/590	0.4062507939504126	0.6728400409411283	0	0	1.0441455004613667	0.9405501775782323	ITGB1;PRKAA1;IRS1;HHIP;PIK3CD;IRS2;PIK3CB;BRCA2;PIK3CG;C3;MAPK8;PTTG1;CDH1;HNF4A;POLD1;INPP5E;PMS2;CCL2;MAPK1;MAP2K5;MAPK3;MAP4K1;CDKN2B;TGFB2;SLC16A1;MAP2K2;CDKN2A;ITGA2;TSC2;TBC1D9;MLH1;PRKAB1;PALB2;NFKB1;MSH6;NFKBIA;IL6;MSH2;PIK3CA;RPS6KB1;IRF2;GNAS;PPARG
Foramen Ovale, Patent	3/33	0.40777308128371936	0.6752474882656098	0	0	1.3024225058609014	1.1683308578066511	G6PC3;LTBP4;MAP3K7
Ataxic	3/33	0.40777308128371936	0.6751337336348373	0	0	1.3024225058609014	1.1683308578066511	IGFBP1;PEX10;VLDLR
Childhood T Acute Lymphoblastic Leukemia	3/33	0.40777308128371936	0.6750200173246411	0	0	1.3024225058609014	1.1683308578066511	CDKN2B;CDKN2A;MUL1
Chronic Airflow Obstruction	3/33	0.40777308128371936	0.6749063393156608	0	0	1.3024225058609014	1.1683308578066511	IL6;TGFB1;CXCL2
Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	3/33	0.40777308128371936	0.6747926995885493	0	0	1.3024225058609014	1.1683308578066511	C4B;HLA-B;GGN
Craniopharyngioma	3/33	0.40777308128371936	0.6746790981239721	0	0	1.3024225058609014	1.1683308578066511	GHR;IL6;LGALS1
Disproportionate short-limb short stature	3/33	0.40777308128371936	0.674565534902608	0	0	1.3024225058609014	1.1683308578066511	SLC35D1;B3GLCT;HSPG2
Epithelial hyperplasia	3/33	0.40777308128371936	0.6744520099051488	0	0	1.3024225058609014	1.1683308578066511	IL10;RAG2;NFE2L2
